2026-03-04 14:30:06,703 | INFO | 127.0.0.1 | GET / | 401 | 0.26ms
2026-03-04 14:30:06,722 | INFO | 127.0.0.1 | GET /favicon.ico | 401 | 0.28ms
2026-03-04 14:30:13,954 | INFO | 127.0.0.1 | GET / | 401 | 0.22ms
2026-03-04 14:30:13,976 | INFO | 127.0.0.1 | GET /favicon.ico | 401 | 0.43ms
2026-03-04 14:31:39,736 | INFO | 127.0.0.1 | GET / | 401 | 0.59ms
2026-03-04 14:31:39,752 | INFO | 127.0.0.1 | GET /favicon.ico | 401 | 0.33ms
2026-03-04 14:31:59,325 | INFO | 127.0.0.1 | GET / | 401 | 0.2ms
2026-03-04 14:31:59,344 | INFO | 127.0.0.1 | GET /favicon.ico | 401 | 0.3ms
2026-03-04 14:47:55,218 | INFO | 127.0.0.1 | GET / | 401 | 1.29ms
2026-03-04 14:47:55,247 | INFO | 127.0.0.1 | GET /favicon.ico | 401 | 0.6ms
2026-03-04 14:47:56,393 | INFO | 127.0.0.1 | GET / | 401 | 0.35ms
2026-03-04 14:47:56,422 | INFO | 127.0.0.1 | GET /favicon.ico | 401 | 0.41ms
2026-03-04 14:47:56,569 | INFO | 127.0.0.1 | GET / | 401 | 0.38ms
2026-03-04 14:47:56,594 | INFO | 127.0.0.1 | GET /favicon.ico | 401 | 0.52ms
2026-03-04 14:51:41,060 | INFO | 127.0.0.1 | POST /auth/send-otp | 500 | 30051.13ms
2026-03-04 14:53:56,453 | INFO | 127.0.0.1 | GET /form/get-profile/guest@airo.com | 401 | 0.86ms
2026-03-04 14:54:21,189 | INFO | 127.0.0.1 | GET /form/get-profile/guest@airo.com | 401 | 0.51ms
2026-03-04 14:54:21,192 | INFO | 127.0.0.1 | GET /form/get-profile/guest@airo.com | 401 | 0.2ms
2026-03-04 14:54:23,538 | INFO | 127.0.0.1 | GET /form/get-profile/guest@airo.com | 401 | 0.38ms
2026-03-04 14:54:23,542 | INFO | 127.0.0.1 | GET /form/get-profile/guest@airo.com | 401 | 0.38ms
2026-03-04 14:54:36,057 | INFO | 127.0.0.1 | GET /form/get-profile/guest@airo.com | 401 | 0.37ms
2026-03-04 14:54:36,061 | INFO | 127.0.0.1 | GET /form/get-profile/guest@airo.com | 401 | 0.57ms
2026-03-05 09:43:50,069 | INFO | 127.0.0.1 | GET / | 401 | 1.38ms
2026-03-05 09:43:50,109 | INFO | 127.0.0.1 | GET /favicon.ico | 401 | 0.54ms
2026-03-05 09:44:08,671 | INFO | 127.0.0.1 | GET /form/get-profile/guest@airo.com | 401 | 0.52ms
2026-03-05 09:44:11,515 | INFO | 127.0.0.1 | GET /form/get-profile/guest@airo.com | 401 | 0.43ms
2026-03-05 09:44:11,527 | INFO | 127.0.0.1 | GET /form/get-profile/guest@airo.com | 401 | 0.56ms
2026-03-05 09:44:37,283 | INFO | 127.0.0.1 | GET /form/get-profile/guest@airo.com | 401 | 0.92ms
2026-03-05 09:45:14,371 | INFO | 127.0.0.1 | GET /form/get-profile/guest@airo.com | 401 | 0.58ms
2026-03-05 09:48:37,508 | INFO | 127.0.0.1 | GET /form/get-profile/guest@airo.com | 401 | 0.66ms
2026-03-05 09:49:13,923 | INFO | 127.0.0.1 | POST /form/leetcode/getcode | 401 | 0.39ms
2026-03-05 09:49:18,178 | INFO | 127.0.0.1 | POST /form/leetcode/getcode | 401 | 1.27ms
2026-03-05 09:55:24,976 | INFO | 127.0.0.1 | POST /auth/login | 200 | 15.88ms
2026-03-05 09:55:55,198 | INFO | 127.0.0.1 | GET /form/get-profile/test@example.com | 500 | 30073.03ms
2026-03-05 09:56:15,259 | INFO | 127.0.0.1 | GET /form/get-profile/test@example.com | 500 | 30134.76ms
2026-03-05 09:56:23,282 | INFO | 127.0.0.1 | GET /form/get-profile/test@example.com | 500 | 30096.17ms
2026-03-05 09:56:23,285 | INFO | 127.0.0.1 | GET /form/get-profile/test@example.com | 500 | 30099.68ms
